,co2
197,255.0
198,341.0
199,308.0
200,366.0
201,390.0
202,273.0
203,311.0
204,325.0
205,178.0
206,210.0
207,178.0
208,149.0
209,155.0
210,160.0
211,195.0
212,139.0
213,178.0
214,194.0
215,182.0
216,252.0
217,221.0
218,232.0
219,215.0
220,209.0
221,217.0
222,214.0
223,223.0
224,225.0
225,150.0
226,156.0
227,154.0
228,160.0
229,219.0
230,232.0
231,223.0
232,234.0
233,237.0
234,241.0
235,281.0
236,225.0
237,255.0
238,225.0
239,255.0
240,246.0
241,258.0
242,246.0
243,258.0
244,185.0
245,235.0
246,185.0
247,240.0
248,204.0
249,204.0
250,260.0
251,284.0
252,170.0
253,170.0
254,177.0
255,185.0
256,177.0
257,185.0
258,177.0
259,198.0
260,198.0
261,198.0
262,164.0
263,164.0
264,141.0
265,141.0
266,224.0
267,178.0
268,187.0
269,187.0
270,147.0
271,147.0
272,271.0
273,309.0
274,258.0
275,184.0
276,184.0
277,192.0
278,209.0
279,215.0
280,245.0
281,215.0
282,245.0
283,149.0
284,149.0
285,282.0
286,303.0
287,313.0
288,245.0
289,290.0
290,198.0
291,198.0
292,214.0
293,233.0
294,215.0
295,236.0
296,180.0
297,164.0
298,127.0
299,157.0
300,248.0
301,181.0
302,195.0
303,132.0
304,151.0
305,205.0
306,222.0
307,415.0
308,495.0
309,520.0
310,530.0
311,198.0
312,186.0
313,218.0
314,199.0
315,164.0
316,146.0
317,171.0
318,183.0
319,197.0
320,222.0
321,162.0
322,143.0
323,168.0
324,232.0
325,240.0
326,197.0
327,219.0
328,199.0
329,234.0
330,149.0
331,177.0
332,169.0
333,200.0
334,222.0
335,205.0
336,237.0
337,151.0
338,180.0
339,173.0
340,205.0
341,170.0
342,136.0
343,142.0
344,155.0
345,150.0
346,197.0
347,130.0
348,142.0
349,159.0
350,171.0
351,145.0
352,145.0
353,148.0
354,151.0
355,252.0
356,182.0
357,206.0
358,205.0
359,204.0
360,202.0
361,245.0
362,250.0
363,228.0
364,240.0
365,245.0
366,180.0
367,180.0
368,175.0
369,195.0
370,193.0
371,195.0
372,188.0
373,187.0
374,182.0
375,185.0
376,182.0
377,350.0
378,161.0
379,167.0
380,161.0
381,167.0
382,161.0
383,171.0
384,161.0
385,171.0
386,161.0
387,166.0
388,171.0
389,171.0
390,161.0
391,169.0
392,171.0
393,171.0
394,144.0
395,158.0
396,153.0
397,162.0
398,162.0
399,169.0
400,169.0
401,200.0
402,192.0
403,167.0
404,167.0
405,186.0
406,186.0
407,188.0
408,188.0
409,196.0
410,191.0
411,195.0
412,195.0
413,181.0
414,181.0
415,179.0
416,179.0
417,179.0
418,179.0
419,181.0
420,181.0
421,181.0
422,181.0
423,184.0
424,184.0
425,142.0
426,142.0
427,144.0
428,144.0
429,143.0
430,143.0
431,145.0
432,145.0
433,204.0
434,207.0
435,205.0
436,205.0
437,212.0
438,207.0
439,207.0
440,209.0
441,207.0
442,176.0
443,211.0
444,176.0
445,240.0
446,260.0
447,278.0
448,295.0
449,312.0
450,163.0
451,163.0
452,165.0
453,165.0
454,182.0
455,186.0
456,185.0
457,187.0
458,192.0
459,173.0
460,188.0
461,166.0
462,179.0
463,210.0
464,229.0
465,192.0
466,205.0
467,195.0
468,208.0
469,199.0
470,218.0
471,212.0
472,241.0
473,232.0
474,251.0
475,228.0
476,243.0
477,249.0
478,242.0
479,178.0
480,211.0
481,176.0
482,242.0
483,264.0
484,259.0
485,194.0
486,200.0
487,186.0
488,196.0
489,254.0
490,262.0
491,224.0
492,239.0
493,216.0
494,236.0
495,221.0
496,242.0
497,222.0
498,237.0
499,171.0
500,178.0
501,178.0
502,227.0
503,238.0
504,237.0
505,254.0
506,219.0
507,225.0
508,218.0
509,223.0
510,265.0
511,216.0
512,232.0
513,273.0
514,237.0
515,200.0
516,215.0
517,200.0
518,215.0
519,200.0
520,216.0
521,200.0
522,216.0
523,200.0
524,215.0
525,204.0
526,215.0
527,204.0
528,217.0
529,204.0
530,217.0
531,204.0
532,215.0
533,229.0
534,200.0
535,216.0
536,200.0
537,216.0
538,205.0
539,216.0
540,205.0
541,216.0
542,200.0
543,216.0
544,209.0
545,217.0
546,204.0
547,217.0
548,209.0
549,217.0
550,209.0
551,217.0
552,204.0
553,217.0
554,215.0
555,235.0
556,253.0
557,161.0
558,183.0
559,161.0
560,198.0
561,181.0
562,181.0
563,198.0
564,181.0
565,161.0
566,161.0
567,190.0
568,214.0
569,190.0
570,214.0
571,190.0
572,214.0
573,190.0
574,214.0
575,206.0
576,190.0
577,214.0
578,190.0
579,214.0
580,190.0
581,214.0
582,190.0
583,214.0
584,206.0
585,173.0
586,194.0
587,198.0
588,229.0
589,235.0
590,229.0
591,235.0
592,235.0
593,195.0
594,204.0
595,201.0
596,201.0
597,205.0
598,205.0
599,80.0
600,208.0
601,291.0
602,151.0
603,167.0
604,285.0
605,281.0
606,285.0
607,281.0
608,234.0
609,248.0
610,220.0
611,235.0
612,255.0
613,255.0
614,175.0
615,203.0
616,154.0
617,176.0
618,191.0
619,179.0
620,205.0
621,166.0
622,188.0
623,151.0
624,161.0
625,174.0
626,151.0
627,161.0
628,174.0
629,151.0
630,184.0
631,217.0
632,217.0
633,184.0
634,212.0
635,226.0
636,212.0
637,226.0
638,184.0
639,214.0
640,196.0
641,227.0
642,213.0
643,224.0
644,240.0
645,223.0
646,247.0
647,271.0
648,256.0
649,278.0
650,289.0
651,326.0
652,358.0
653,309.0
654,309.0
655,285.0
656,285.0
657,284.0
658,268.0
659,299.0
660,288.0
661,288.0
662,285.0
663,285.0
664,309.0
665,284.0
666,284.0
667,299.0
668,293.0
669,288.0
670,288.0
671,285.0
672,285.0
673,288.0
674,288.0
675,285.0
676,285.0
677,288.0
678,285.0
679,202.0
680,220.0
681,258.0
682,244.0
683,264.0
684,185.0
685,211.0
686,265.0
687,269.0
688,222.0
689,240.0
690,185.0
691,211.0
692,216.0
693,225.0
694,275.0
695,575.0
696,590.0
697,575.0
698,575.0
699,575.0
700,530.0
701,575.0
702,539.0
703,539.0
704,539.0
705,299.0
706,282.0
707,397.0
708,397.0
709,262.0
710,284.0
711,248.0
712,208.0
713,289.0
714,304.0
715,385.0
716,398.0
717,278.0
718,229.0
719,232.0
720,292.0
721,168.0
722,174.0
723,225.0
724,218.0
725,294.0
726,328.0
727,328.0
728,328.0
729,244.0
730,223.0
731,388.0
732,422.0
733,395.0
734,403.0
735,447.0
736,418.0
737,160.0
738,161.0
739,177.0
740,181.0
741,197.0
742,197.0
743,216.0
744,149.0
745,184.0
746,195.0
747,214.0
748,189.0
749,205.0
750,198.0
751,196.0
752,158.0
753,152.0
754,169.0
755,176.0
756,190.0
757,242.0
758,211.0
759,218.0
760,232.0
761,198.0
762,201.0
763,220.0
764,158.0
765,245.0
766,180.0
767,171.0
768,171.0
769,182.0
770,172.0
771,172.0
772,183.0
773,131.0
774,156.0
775,185.0
776,196.0
777,226.0
778,228.0
779,164.0
780,181.0
781,262.0
782,245.0
783,254.0
784,245.0
785,218.0
786,221.0
787,222.0
788,225.0
789,161.0
790,178.0
791,233.0
792,237.0
793,250.0
794,245.0
795,280.0
796,299.0
797,320.0
798,308.0
799,321.0
800,228.0
801,225.0
802,240.0
803,245.0
804,262.0
805,281.0
806,226.0
807,223.0
808,233.0
809,237.0
810,242.0
811,272.0
812,281.0
813,223.0
814,235.0
815,269.0
816,254.0
817,271.0
818,269.0
819,209.0
820,254.0
821,273.0
822,300.0
823,213.0
824,230.0
825,164.0
826,177.0
827,262.0
828,247.0
829,259.0
830,257.0
831,207.0
832,247.0
833,259.0
834,293.0
835,248.0
836,254.0
837,330.0
838,334.0
839,345.0
840,228.0
841,222.0
842,163.0
843,177.0
844,259.0
845,250.0
846,252.0
847,276.0
848,253.0
849,294.0
850,299.0
851,320.0
852,308.0
853,321.0
854,276.0
855,212.0
856,276.0
857,253.0
858,294.0
859,299.0
860,320.0
861,308.0
862,270.0
863,274.0
864,300.0
865,225.0
866,231.0
867,225.0
868,237.0
869,245.0
870,267.0
871,199.0
872,213.0
873,274.0
874,279.0
875,330.0
876,236.0
877,214.0
878,284.0
879,257.0
880,115.0
881,119.0
882,115.0
883,119.0
884,115.0
885,119.0
886,115.0
887,119.0
888,115.0
889,122.0
890,90.0
891,90.0
892,289.0
893,174.0
894,174.0
895,198.0
896,174.0
897,164.0
898,183.0
899,164.0
900,183.0
901,164.0
902,160.0
903,160.0
904,161.0
905,161.0
906,188.0
907,161.0
908,174.0
909,197.0
910,174.0
911,197.0
912,164.0
913,164.0
914,164.0
915,164.0
916,168.0
917,168.0
918,202.0
919,224.0
920,202.0
921,199.0
922,213.0
923,219.0
924,232.0
925,219.0
926,232.0
927,196.0
928,217.0
929,196.0
930,196.0
931,208.0
932,214.0
933,224.0
934,214.0
935,224.0
936,188.0
937,256.0
938,284.0
939,256.0
940,316.0
941,316.0
942,217.0
943,228.0
944,292.0
945,266.0
946,294.0
947,313.0
948,222.0
949,235.0
950,222.0
951,235.0
952,233.0
953,267.0
954,158.0
955,188.0
956,180.0
957,152.0
958,220.0
959,232.0
960,252.0
961,152.0
962,154.0
963,151.0
964,155.0
965,288.0
966,287.0
967,186.0
968,194.0
969,177.0
970,183.0
971,195.0
972,206.0
973,200.0
974,211.0
975,217.0
976,179.0
977,186.0
978,227.0
979,244.0
980,246.0
981,292.0
982,260.0
983,263.0
984,283.0
985,129.0
986,129.0
987,154.0
988,167.0
989,139.0
990,194.0
991,154.0
992,157.0
993,180.0
994,165.0
995,144.0
996,187.0
997,136.0
998,170.0
999,172.0
1000,185.0
1001,198.0
1002,198.0
1003,164.0
1004,219.0
1005,221.0
1006,229.0
1007,224.0
1008,146.0
1009,141.0
1010,206.0
1011,206.0
1012,238.0
1013,248.0
1014,214.0
1015,207.0
1016,208.0
1017,234.0
1018,243.0
1019,156.0
1020,160.0
1021,209.0
1022,203.0
1023,206.0
1024,229.0
1025,238.0
1026,150.0
1027,154.0
1028,217.0
1029,231.0
1030,180.0
1031,234.0
1032,245.0
1033,221.0
1034,232.0
1035,182.0
1036,171.0
1037,182.0
1038,178.0
1039,147.0
1040,290.0
1041,295.0
1042,304.0
1043,295.0
1044,304.0
1045,285.0
1046,285.0
1047,290.0
1048,309.0
1049,339.0
1050,245.0
1051,263.0
1052,281.0
1053,271.0
1054,197.0
1055,219.0
1056,202.0
1057,206.0
1058,217.0
1059,211.0
1060,225.0
1061,225.0
1062,210.0
1063,197.0
1064,189.0
1065,189.0
1066,201.0
1067,207.0
1068,201.0
1069,207.0
1070,225.0
1071,198.0
1072,225.0
1073,198.0
1074,208.0
1075,236.0
1076,236.0
1077,208.0
1078,226.0
1079,217.0
1080,236.0
1081,208.0
1082,226.0
1083,217.0
1084,205.0
1085,205.0
1086,146.0
1087,170.0
1088,155.0
1089,160.0
1090,170.0
1091,184.0
1092,170.0
1093,153.0
1094,139.0
1095,189.0
1096,175.0
1097,211.0
1098,216.0
1099,212.0
1100,273.0
1101,211.0
1102,216.0
1103,212.0
1104,273.0
1105,177.0
1106,188.0
1107,180.0
1108,152.0
1109,177.0
1110,186.0
1111,149.0
1112,168.0
1113,144.0
1114,182.0
1115,214.0
1116,189.0
1117,271.0
1118,259.0
1119,183.0
1120,191.0
1121,154.0
1122,173.0
1123,149.0
1124,187.0
1125,210.0
1126,192.0
1127,174.0
1128,165.0
1129,181.0
1130,156.0
1131,174.0
1132,165.0
1133,164.0
1134,139.0
1135,153.0
1136,169.0
1137,162.0
1138,181.0
1139,156.0
1140,180.0
1141,174.0
1142,165.0
1143,163.0
1144,164.0
1145,139.0
1146,168.0
1147,181.0
1148,173.0
1149,157.0
1150,170.0
1151,157.0
1152,202.0
1153,190.0
1154,197.0
1155,224.0
1156,231.0
1157,214.0
1158,252.0
1159,390.0
1160,456.0
1161,422.0
1162,418.0
1163,422.0
1164,443.0
1165,422.0
1166,405.0
1167,405.0
1168,190.0
1169,190.0
1170,165.0
1171,170.0
1172,173.0
1173,176.0
1174,195.0
1175,179.0
1176,168.0
1177,166.0
1178,175.0
1179,175.0
1180,178.0
1181,212.0
1182,168.0
1183,210.0
1184,166.0
1185,182.0
1186,206.0
1187,178.0
1188,198.0
1189,190.0
1190,189.0
1191,164.0
1192,164.0
1193,162.0
1194,164.0
1195,162.0
1196,166.0
1197,164.0
1198,196.0
1199,196.0
1200,150.0
1201,179.0
1202,178.0
1203,168.0
1204,166.0
1205,172.0
1206,170.0
1207,174.0
1208,203.0
1209,172.0
1210,150.0
1211,224.0
1212,224.0
1213,193.0
1214,227.0
1215,193.0
1216,247.0
1217,163.0
1218,154.0
1219,232.0
1220,260.0
1221,232.0
1222,274.0
1223,235.0
1224,268.0
1225,240.0
1226,286.0
1227,213.0
1228,243.0
1229,210.0
1230,240.0
1231,216.0
1232,240.0
1233,164.0
1234,213.0
1235,243.0
1236,210.0
1237,240.0
1238,217.0
1239,240.0
1240,220.0
1241,247.0
1242,222.0
1243,248.0
1244,219.0
1245,237.0
1246,264.0
1247,223.0
1248,257.0
1249,227.0
1250,256.0
1251,223.0
1252,243.0
1253,271.0
1254,242.0
1255,230.0
1256,176.0
1257,211.0
1258,176.0
1259,178.0
1260,233.0
1261,242.0
1262,278.0
1263,134.0
1264,158.0
1265,180.0
1266,119.0
1267,175.0
1268,186.0
1269,138.0
1270,178.0
1271,140.0
1272,161.0
1273,186.0
1274,138.0
1275,135.0
1276,135.0
1277,190.0
1278,206.0
1279,158.0
1280,187.0
1281,206.0
1282,143.0
1283,187.0
1284,204.0
1285,140.0
1286,187.0
1287,204.0
1288,223.0
1289,140.0
1290,226.0
1291,161.0
1292,173.0
1293,130.0
1294,170.0
1295,173.0
1296,130.0
1297,135.0
1298,170.0
1299,135.0
1300,154.0
1301,160.0
1302,157.0
1303,160.0
1304,180.0
1305,192.0
1306,211.0
1307,194.0
1308,221.0
1309,143.0
1310,146.0
1311,192.0
1312,223.0
1313,194.0
1314,221.0
1315,187.0
1316,211.0
1317,194.0
1318,221.0
1319,143.0
1320,185.0
1321,143.0
1322,192.0
1323,221.0
1324,194.0
1325,221.0
1326,140.0
1327,214.0
1328,218.0
1329,235.0
1330,249.0
1331,214.0
1332,220.0
1333,239.0
1334,265.0
1335,165.0
1336,225.0
1337,236.0
1338,224.0
1339,229.0
1340,215.0
1341,225.0
1342,228.0
1343,234.0
1344,222.0
1345,228.0
1346,227.0
1347,234.0
1348,134.0
1349,171.0
1350,207.0
1351,174.0
1352,202.0
1353,174.0
1354,219.0
1355,184.0
1356,224.0
1357,244.0
1358,256.0
1359,278.0
1360,236.0
1361,236.0
1362,227.0
1363,227.0
1364,190.0
1365,195.0
1366,130.0
1367,169.0
1368,139.0
1369,176.0
1370,207.0
1371,145.0
1372,166.0
1373,244.0
1374,232.0
1375,214.0
1376,270.0
1377,185.0
1378,162.0
1379,162.0
1380,165.0
1381,176.0
1382,168.0
1383,192.0
1384,171.0
1385,180.0
1386,182.0
1387,312.0
1388,287.0
1389,341.0
1390,340.0
1391,292.0
1392,405.0
1393,178.0
1394,229.0
1395,217.0
1396,226.0
1397,215.0
1398,206.0
1399,259.0
1400,228.0
1401,175.0
1402,224.0
1403,211.0
1404,137.0
1405,134.0
1406,144.0
1407,160.0
1408,154.0
1409,165.0
1410,151.0
1411,156.0
1412,137.0
1413,139.0
1414,151.0
1415,180.0
1416,179.0
1417,193.0
1418,143.0
1419,185.0
1420,139.0
1421,263.0
1422,244.0
1423,247.0
1424,265.0
1425,265.0
1426,263.0
1427,303.0
1428,326.0
1429,150.0
1430,178.0
1431,171.0
1432,150.0
1433,179.0
1434,185.0
1435,202.0
1436,178.0
1437,197.0
1438,180.0
1439,197.0
1440,190.0
1441,173.0
1442,192.0
1443,169.0
1444,163.0
1445,190.0
1446,202.0
1447,185.0
1448,197.0
1449,161.0
1450,185.0
1451,180.0
1452,155.0
1453,204.0
1454,208.0
1455,218.0
1456,250.0
1457,228.0
1458,224.0
1459,245.0
1460,231.0
1461,248.0
1462,226.0
1463,245.0
1464,253.0
1465,268.0
1466,251.0
1467,263.0
1468,214.0
1469,243.0
1470,209.0
1471,238.0
1472,269.0
1473,290.0
1474,251.0
1475,283.0
1476,173.0
1477,195.0
1478,183.0
1479,175.0
1480,202.0
1481,173.0
1482,178.0
1483,207.0
1484,183.0
1485,202.0
1486,178.0
1487,188.0
1488,183.0
1489,161.0
1490,153.0
1491,151.0
1492,166.0
1493,163.0
1494,161.0
1495,170.0
1496,199.0
1497,232.0
1498,204.0
1499,209.0
1500,228.0
1501,202.0
1502,207.0
1503,226.0
1504,175.0
1505,250.0
1506,243.0
1507,240.0
1508,236.0
1509,248.0
1510,240.0
1511,238.0
1512,200.0
1513,200.0
1514,204.0
1515,214.0
1516,204.0
1517,214.0
1518,177.0
1519,173.0
1520,206.0
1521,173.0
1522,194.0
1523,221.0
1524,173.0
1525,140.0
1526,146.0
1527,194.0
1528,221.0
1529,149.0
1530,146.0
1531,140.0
1532,226.0
1533,245.0
1534,264.0
1535,202.0
1536,159.0
1537,151.0
1538,235.0
1539,213.0
1540,270.0
1541,235.0
1542,213.0
1543,270.0
1544,305.0
1545,293.0
1546,219.0
1547,163.0
1548,143.0
1549,192.0
1550,194.0
1551,194.0
1552,143.0
1553,143.0
1554,163.0
1555,170.0
1556,170.0
1557,143.0
1558,173.0
1559,140.0
1560,140.0
1561,226.0
1562,242.0
1563,264.0
1564,168.0
1565,143.0
1566,173.0
1567,143.0
1568,146.0
1569,194.0
1570,223.0
1571,194.0
1572,223.0
1573,176.0
1574,143.0
1575,146.0
1576,228.0
1577,194.0
1578,221.0
1579,221.0
1580,194.0
1581,190.0
1582,197.0
1583,221.0
1584,139.0
1585,151.0
1586,185.0
1587,119.0
1588,151.0
1589,185.0
1590,119.0
1591,163.0
1592,119.0
1593,240.0
1594,219.0
1595,270.0
1596,310.0
1597,224.0
1598,209.0
1599,230.0
1600,158.0
1601,143.0
1602,140.0
1603,158.0
1604,192.0
1605,209.0
1606,192.0
1607,209.0
1608,138.0
1609,140.0
1610,143.0
1611,140.0
1612,168.0
1613,139.0
1614,151.0
1615,185.0
1616,130.0
1617,173.0
1618,151.0
1619,185.0
1620,154.0
1621,185.0
1622,151.0
1623,185.0
1624,154.0
1625,185.0
1626,120.0
1627,130.0
1628,156.0
1629,138.0
1630,138.0
1631,156.0
1632,190.0
1633,206.0
1634,190.0
1635,206.0
1636,135.0
1637,138.0
1638,138.0
1639,138.0
1640,233.0
1641,178.0
1642,178.0
1643,233.0
1644,233.0
1645,178.0
1646,233.0
1647,233.0
1648,178.0
1649,209.0
1650,216.0
1651,209.0
1652,216.0
1653,199.0
1654,233.0
1655,151.0
1656,181.0
1657,209.0
1658,216.0
1659,199.0
1660,233.0
1661,151.0
1662,181.0
1663,233.0
1664,250.0
1665,254.0
1666,265.0
1667,189.0
1668,216.0
1669,151.0
1670,192.0
1671,214.0
1672,221.0
1673,214.0
1674,221.0
1675,204.0
1676,235.0
1677,157.0
1678,189.0
1679,214.0
1680,221.0
1681,204.0
1682,235.0
1683,157.0
1684,189.0
1685,238.0
1686,257.0
1687,262.0
1688,269.0
1689,192.0
1690,227.0
1691,154.0
1692,194.0
1693,235.0
1694,213.0
1695,270.0
1696,230.0
1697,269.0
1698,219.0
1699,230.0
1700,253.0
1701,226.0
1702,263.0
1703,236.0
1704,268.0
1705,205.0
1706,222.0
1707,210.0
1708,224.0
1709,222.0
1710,254.0
1711,250.0
1712,274.0
1713,172.0
1714,225.0
1715,264.0
1716,185.0
1717,193.0
1718,212.0
1719,164.0
1720,142.0
1721,142.0
1722,198.0
1723,216.0
1724,198.0
1725,217.0
1726,212.0
1727,227.0
1728,205.0
1729,222.0
1730,210.0
1731,224.0
1732,169.0
1733,196.0
1734,246.0
1735,251.0
1736,270.0
1737,194.0
1738,211.0
1739,211.0
1740,195.0
1741,195.0
1742,202.0
1743,195.0
1744,207.0
1745,207.0
1746,202.0
1747,202.0
1748,178.0
1749,178.0
1750,282.0
1751,271.0
1752,283.0
1753,283.0
1754,198.0
1755,198.0
1756,205.0
1757,199.0
1758,214.0
1759,214.0
1760,209.0
1761,209.0
1762,180.0
1763,180.0
1764,286.0
1765,280.0
1766,291.0
1767,287.0
1768,230.0
1769,230.0
1770,284.0
1771,271.0
1772,289.0
1773,297.0
1774,308.0
1775,296.0
1776,310.0
1777,220.0
1778,278.0
1779,472.0
1780,469.0
1781,206.0
1782,209.0
1783,230.0
1784,157.0
1785,167.0
1786,204.0
1787,204.0
1788,242.0
1789,235.0
1790,264.0
1791,274.0
1792,192.0
1793,192.0
1794,221.0
1795,219.0
1796,243.0
1797,283.0
1798,295.0
1799,235.0
1800,276.0
1801,206.0
1802,209.0
1803,228.0
1804,157.0
1805,164.0
1806,202.0
1807,204.0
1808,240.0
1809,233.0
1810,264.0
1811,271.0
1812,192.0
1813,192.0
1814,221.0
1815,219.0
1816,243.0
1817,283.0
1818,295.0
1819,233.0
1820,274.0
1821,223.0
1822,348.0
1823,346.0
1824,343.0
1825,144.0
1826,146.0
1827,116.0
1828,170.0
1829,194.0
1830,192.0
1831,218.0
1832,192.0
1833,218.0
1834,228.0
1835,143.0
1836,176.0
1837,146.0
1838,140.0
1839,187.0
1840,199.0
1841,223.0
1842,151.0
1843,194.0
1844,192.0
1845,213.0
1846,254.0
1847,262.0
1848,206.0
1849,209.0
1850,230.0
1851,153.0
1852,242.0
1853,235.0
1854,264.0
1855,274.0
1856,192.0
1857,219.0
1858,219.0
1859,243.0
1860,283.0
1861,298.0
1862,262.0
1863,281.0
1864,317.0
1865,206.0
1866,209.0
1867,230.0
1868,153.0
1869,240.0
1870,233.0
1871,264.0
1872,271.0
1873,192.0
1874,219.0
1875,219.0
1876,243.0
1877,283.0
1878,295.0
1879,262.0
1880,281.0
1881,314.0
1882,286.0
1883,298.0
1884,314.0
1885,314.0
1886,243.0
1887,262.0
1888,307.0
1889,322.0
1890,288.0
1891,228.0
1892,226.0
1893,230.0
1894,228.0
1895,268.0
1896,268.0
1897,189.0
1898,222.0
1899,229.0
1900,228.0
1901,242.0
1902,188.0
1903,214.0
1904,167.0
1905,183.0
1906,190.0
1907,220.0
1908,190.0
1909,220.0
1910,195.0
1911,224.0
1912,225.0
1913,236.0
1914,213.0
1915,226.0
1916,152.0
1917,156.0
1918,213.0
1919,226.0
1920,216.0
1921,230.0
1922,235.0
1923,239.0
1924,217.0
1925,229.0
1926,217.0
1927,229.0
1928,221.0
1929,232.0
1930,215.0
1931,227.0
1932,229.0
1933,244.0
1934,218.0
1935,230.0
1936,178.0
1937,213.0
1938,186.0
1939,216.0
1940,218.0
1941,230.0
1942,222.0
1943,235.0
1944,292.0
1945,287.0
1946,213.0
1947,237.0
1948,228.0
1949,242.0
1950,179.0
1951,216.0
1952,187.0
1953,219.0
1954,225.0
1955,247.0
1956,235.0
1957,252.0
1958,189.0
1959,221.0
1960,194.0
1961,226.0
1962,229.0
1963,257.0
1964,238.0
1965,261.0
1966,283.0
1967,286.0
1968,295.0
1969,295.0
1970,302.0
1971,307.0
1972,346.0
1973,272.0
1974,298.0
1975,314.0
1976,307.0
1977,338.0
1978,333.0
1979,259.0
1980,305.0
1981,310.0
1982,335.0
1983,358.0
1984,313.0
1985,330.0
1986,333.0
1987,335.0
1988,275.0
1989,294.0
1990,320.0
1991,294.0
1992,314.0
1993,290.0
1994,196.0
1995,208.0
1996,188.0
1997,216.0
1998,196.0
1999,232.0
2000,483.0
2001,236.0
2002,210.0
2003,210.0
2004,297.0
2005,297.0
2006,279.0
2007,255.0
2008,341.0
2009,308.0
2010,366.0
2011,400.0
2012,275.0
2013,311.0
2014,350.0
2015,168.0
2016,178.0
2017,175.0
2018,210.0
2019,181.0
2020,178.0
2021,182.0
2022,201.0
2023,187.0
2024,197.0
2025,206.0
2026,200.0
2027,208.0
2028,147.0
2029,173.0
2030,149.0
2031,178.0
2032,152.0
2033,155.0
2034,177.0
2035,185.0
2036,168.0
2037,185.0
2038,170.0
2039,187.0
2040,241.0
2041,245.0
2042,186.0
2043,149.0
2044,145.0
2045,155.0
2046,148.0
2047,177.0
2048,160.0
2049,195.0
2050,152.0
2051,139.0
2052,138.0
2053,201.0
2054,159.0
2055,178.0
2056,194.0
2057,182.0
2058,184.0
2059,252.0
2060,221.0
2061,232.0
2062,215.0
2063,159.0
2064,170.0
2065,159.0
2066,170.0
2067,177.0
2068,185.0
2069,160.0
2070,180.0
2071,160.0
2072,180.0
2073,160.0
2074,180.0
2075,177.0
2076,185.0
2077,177.0
2078,198.0
2079,198.0
2080,198.0
2081,164.0
2082,164.0
2083,164.0
2084,164.0
2085,138.0
2086,154.0
2087,141.0
2088,156.0
2089,141.0
2090,141.0
2091,144.0
2092,141.0
2093,184.0
2094,197.0
2095,215.0
2096,224.0
2097,178.0
2098,187.0
2099,187.0
2100,187.0
2101,147.0
2102,147.0
2103,309.0
2104,271.0
2105,258.0
2106,204.0
2107,214.0
2108,204.0
2109,214.0
2110,206.0
2111,223.0
2112,206.0
2113,249.0
2114,240.0
2115,260.0
2116,237.0
2117,282.0
2118,240.0
2119,260.0
2120,237.0
2121,282.0
2122,161.0
2123,161.0
2124,161.0
2125,161.0
2126,282.0
2127,303.0
2128,313.0
2129,245.0
2130,290.0
2131,208.0
2132,206.0
2133,208.0
2134,206.0
2135,235.0
2136,250.0
2137,235.0
2138,250.0
2139,235.0
2140,258.0
